,SELL_ID,BURGER,COFFEE,COKE,LEMONADE,CALENDAR_DATE,PRICE,QUANTITY,SELL_CATEGORY,YEAR,MONTH,DAY,DAYOFWEEK,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR
1171,2053,1,1,1,0,2012-10-20,12.42,30,2,2012,10,20,Saturday,No Holiday,1,0,60.8,1
1172,1070,1,0,0,0,2012-10-21,15.0,64,0,2012,10,21,Sunday,No Holiday,1,0,57.2,1
1173,2051,1,0,1,0,2012-10-21,12.35,20,2,2012,10,21,Sunday,No Holiday,1,0,57.2,1
1174,2052,1,0,0,1,2012-10-21,12.49,16,2,2012,10,21,Sunday,No Holiday,1,0,57.2,1
1175,2053,1,1,1,0,2012-10-21,12.42,36,2,2012,10,21,Sunday,No Holiday,1,0,57.2,1
1176,1070,1,0,0,0,2012-10-22,15.0,90,0,2012,10,22,Monday,No Holiday,0,0,60.8,1
1177,2051,1,0,1,0,2012-10-22,12.35,34,2,2012,10,22,Monday,No Holiday,0,0,60.8,1
1178,2052,1,0,0,1,2012-10-22,12.49,18,2,2012,10,22,Monday,No Holiday,0,0,60.8,1
1179,2053,1,1,1,0,2012-10-22,12.42,50,2,2012,10,22,Monday,No Holiday,0,0,60.8,1
1180,1070,1,0,0,0,2012-10-23,15.0,90,0,2012,10,23,Tuesday,No Holiday,0,0,50.0,1
1181,2051,1,0,1,0,2012-10-23,12.35,32,2,2012,10,23,Tuesday,No Holiday,0,0,50.0,1
1182,2052,1,0,0,1,2012-10-23,12.49,22,2,2012,10,23,Tuesday,No Holiday,0,0,50.0,1
1183,2053,1,1,1,0,2012-10-23,12.42,50,2,2012,10,23,Tuesday,No Holiday,0,0,50.0,1
1184,1070,1,0,0,0,2012-10-24,15.0,88,0,2012,10,24,Wednesday,No Holiday,0,0,46.4,1
1185,2051,1,0,1,0,2012-10-24,12.35,28,2,2012,10,24,Wednesday,No Holiday,0,0,46.4,1
1186,2052,1,0,0,1,2012-10-24,12.49,20,2,2012,10,24,Wednesday,No Holiday,0,0,46.4,1
1187,2053,1,1,1,0,2012-10-24,12.42,52,2,2012,10,24,Wednesday,No Holiday,0,0,46.4,1
1188,1070,1,0,0,0,2012-10-25,15.0,86,0,2012,10,25,Thursday,No Holiday,0,0,50.0,1
1189,2051,1,0,1,0,2012-10-25,12.35,32,2,2012,10,25,Thursday,No Holiday,0,0,50.0,1
1190,2052,1,0,0,1,2012-10-25,12.49,16,2,2012,10,25,Thursday,No Holiday,0,0,50.0,1
1191,2053,1,1,1,0,2012-10-25,12.42,44,2,2012,10,25,Thursday,No Holiday,0,0,50.0,1
1192,1070,1,0,0,0,2012-10-26,15.0,92,0,2012,10,26,Friday,No Holiday,0,0,48.2,1
1193,2051,1,0,1,0,2012-10-26,12.35,32,2,2012,10,26,Friday,No Holiday,0,0,48.2,1
1194,2052,1,0,0,1,2012-10-26,12.49,20,2,2012,10,26,Friday,No Holiday,0,0,48.2,1
1195,2053,1,1,1,0,2012-10-26,12.42,48,2,2012,10,26,Friday,No Holiday,0,0,48.2,1
1196,1070,1,0,0,0,2012-10-27,15.0,64,0,2012,10,27,Saturday,No Holiday,1,0,50.0,1
1197,2051,1,0,1,0,2012-10-27,12.35,24,2,2012,10,27,Saturday,No Holiday,1,0,50.0,1
1198,2052,1,0,0,1,2012-10-27,12.49,14,2,2012,10,27,Saturday,No Holiday,1,0,50.0,1
1199,2053,1,1,1,0,2012-10-27,12.42,38,2,2012,10,27,Saturday,No Holiday,1,0,50.0,1
1200,1070,1,0,0,0,2012-10-28,15.0,62,0,2012,10,28,Sunday,No Holiday,1,0,51.8,1
1201,2051,1,0,1,0,2012-10-28,12.35,18,2,2012,10,28,Sunday,No Holiday,1,0,51.8,1
1202,2052,1,0,0,1,2012-10-28,12.49,16,2,2012,10,28,Sunday,No Holiday,1,0,51.8,1
1203,2053,1,1,1,0,2012-10-28,12.42,36,2,2012,10,28,Sunday,No Holiday,1,0,51.8,1
1204,1070,1,0,0,0,2012-10-29,15.0,92,0,2012,10,29,Monday,No Holiday,0,0,53.6,1
1205,2051,1,0,1,0,2012-10-29,12.35,34,2,2012,10,29,Monday,No Holiday,0,0,53.6,1
1206,2052,1,0,0,1,2012-10-29,12.49,18,2,2012,10,29,Monday,No Holiday,0,0,53.6,1
1207,2053,1,1,1,0,2012-10-29,12.42,46,2,2012,10,29,Monday,No Holiday,0,0,53.6,1
1208,1070,1,0,0,0,2012-10-30,15.0,86,0,2012,10,30,Tuesday,No Holiday,0,0,53.6,1
1209,2051,1,0,1,0,2012-10-30,12.35,34,2,2012,10,30,Tuesday,No Holiday,0,0,53.6,1
1210,2052,1,0,0,1,2012-10-30,12.49,20,2,2012,10,30,Tuesday,No Holiday,0,0,53.6,1
1211,2053,1,1,1,0,2012-10-30,12.42,50,2,2012,10,30,Tuesday,No Holiday,0,0,53.6,1
1212,1070,1,0,0,0,2012-10-31,15.0,94,0,2012,10,31,Wednesday,No Holiday,0,0,53.6,1
1213,2051,1,0,1,0,2012-10-31,12.35,32,2,2012,10,31,Wednesday,No Holiday,0,0,53.6,1
1214,2052,1,0,0,1,2012-10-31,12.49,22,2,2012,10,31,Wednesday,No Holiday,0,0,53.6,1
1215,2053,1,1,1,0,2012-10-31,12.42,52,2,2012,10,31,Wednesday,No Holiday,0,0,53.6,1
1216,1070,1,0,0,0,2012-11-01,15.0,94,0,2012,11,1,Thursday,No Holiday,0,0,51.8,1
1217,2051,1,0,1,0,2012-11-01,12.35,30,2,2012,11,1,Thursday,No Holiday,0,0,51.8,1
1218,2052,1,0,0,1,2012-11-01,12.49,18,2,2012,11,1,Thursday,No Holiday,0,0,51.8,1
1219,2053,1,1,1,0,2012-11-01,12.42,50,2,2012,11,1,Thursday,No Holiday,0,0,51.8,1
1220,1070,1,0,0,0,2012-11-02,15.0,94,0,2012,11,2,Friday,No Holiday,0,0,53.6,1
1221,2051,1,0,1,0,2012-11-02,12.35,36,2,2012,11,2,Friday,No Holiday,0,0,53.6,1
1222,2052,1,0,0,1,2012-11-02,12.49,20,2,2012,11,2,Friday,No Holiday,0,0,53.6,1
1223,2053,1,1,1,0,2012-11-02,12.42,48,2,2012,11,2,Friday,No Holiday,0,0,53.6,1
1224,1070,1,0,0,0,2012-11-03,15.0,58,0,2012,11,3,Saturday,No Holiday,1,0,51.8,1
1225,2051,1,0,1,0,2012-11-03,12.35,24,2,2012,11,3,Saturday,No Holiday,1,0,51.8,1
1226,2052,1,0,0,1,2012-11-03,12.49,18,2,2012,11,3,Saturday,No Holiday,1,0,51.8,1
1227,2053,1,1,1,0,2012-11-03,12.42,30,2,2012,11,3,Saturday,No Holiday,1,0,51.8,1
1228,1070,1,0,0,0,2012-11-04,15.0,64,0,2012,11,4,Sunday,No Holiday,1,0,51.8,1
1229,2051,1,0,1,0,2012-11-04,12.35,26,2,2012,11,4,Sunday,No Holiday,1,0,51.8,1
1230,2052,1,0,0,1,2012-11-04,12.49,12,2,2012,11,4,Sunday,No Holiday,1,0,51.8,1
1231,2053,1,1,1,0,2012-11-04,12.42,38,2,2012,11,4,Sunday,No Holiday,1,0,51.8,1
1232,1070,1,0,0,0,2012-11-05,15.0,88,0,2012,11,5,Monday,No Holiday,0,0,53.6,1
1233,2051,1,0,1,0,2012-11-05,12.35,34,2,2012,11,5,Monday,No Holiday,0,0,53.6,1
1234,2052,1,0,0,1,2012-11-05,12.49,20,2,2012,11,5,Monday,No Holiday,0,0,53.6,1
1235,2053,1,1,1,0,2012-11-05,12.42,52,2,2012,11,5,Monday,No Holiday,0,0,53.6,1
1236,1070,1,0,0,0,2012-11-06,15.0,86,0,2012,11,6,Tuesday,No Holiday,0,0,51.8,1
1237,2051,1,0,1,0,2012-11-06,12.35,32,2,2012,11,6,Tuesday,No Holiday,0,0,51.8,1
1238,2052,1,0,0,1,2012-11-06,12.49,16,2,2012,11,6,Tuesday,No Holiday,0,0,51.8,1
1239,2053,1,1,1,0,2012-11-06,12.42,48,2,2012,11,6,Tuesday,No Holiday,0,0,51.8,1
1240,1070,1,0,0,0,2012-11-07,15.0,86,0,2012,11,7,Wednesday,No Holiday,0,0,50.0,1
1241,2051,1,0,1,0,2012-11-07,12.35,32,2,2012,11,7,Wednesday,No Holiday,0,0,50.0,1
1242,2052,1,0,0,1,2012-11-07,12.49,24,2,2012,11,7,Wednesday,No Holiday,0,0,50.0,1
1243,2053,1,1,1,0,2012-11-07,12.42,52,2,2012,11,7,Wednesday,No Holiday,0,0,50.0,1
1244,1070,1,0,0,0,2012-11-08,15.0,88,0,2012,11,8,Thursday,No Holiday,0,0,46.4,1
1245,2051,1,0,1,0,2012-11-08,12.35,34,2,2012,11,8,Thursday,No Holiday,0,0,46.4,1
1246,2052,1,0,0,1,2012-11-08,12.49,24,2,2012,11,8,Thursday,No Holiday,0,0,46.4,1
1247,2053,1,1,1,0,2012-11-08,12.42,48,2,2012,11,8,Thursday,No Holiday,0,0,46.4,1
1248,1070,1,0,0,0,2012-11-09,15.0,90,0,2012,11,9,Friday,No Holiday,0,0,46.4,1
1249,2051,1,0,1,0,2012-11-09,12.35,30,2,2012,11,9,Friday,No Holiday,0,0,46.4,1
1250,2052,1,0,0,1,2012-11-09,12.49,22,2,2012,11,9,Friday,No Holiday,0,0,46.4,1
1251,2053,1,1,1,0,2012-11-09,12.42,44,2,2012,11,9,Friday,No Holiday,0,0,46.4,1
1252,1070,1,0,0,0,2012-11-10,15.0,60,0,2012,11,10,Saturday,No Holiday,1,0,48.2,1
1253,2051,1,0,1,0,2012-11-10,12.35,20,2,2012,11,10,Saturday,No Holiday,1,0,48.2,1
1254,2052,1,0,0,1,2012-11-10,12.49,18,2,2012,11,10,Saturday,No Holiday,1,0,48.2,1
1255,2053,1,1,1,0,2012-11-10,12.42,32,2,2012,11,10,Saturday,No Holiday,1,0,48.2,1
1256,1070,1,0,0,0,2012-11-11,15.0,62,0,2012,11,11,Sunday,No Holiday,1,0,50.0,1
1257,2051,1,0,1,0,2012-11-11,12.35,22,2,2012,11,11,Sunday,No Holiday,1,0,50.0,1
1258,2052,1,0,0,1,2012-11-11,12.49,18,2,2012,11,11,Sunday,No Holiday,1,0,50.0,1
1259,2053,1,1,1,0,2012-11-11,12.42,32,2,2012,11,11,Sunday,No Holiday,1,0,50.0,1
1260,1070,1,0,0,0,2012-11-12,15.0,90,0,2012,11,12,Monday,No Holiday,0,0,46.4,1
1261,2051,1,0,1,0,2012-11-12,12.35,28,2,2012,11,12,Monday,No Holiday,0,0,46.4,1
1262,2052,1,0,0,1,2012-11-12,12.49,20,2,2012,11,12,Monday,No Holiday,0,0,46.4,1
1263,2053,1,1,1,0,2012-11-12,12.42,44,2,2012,11,12,Monday,No Holiday,0,0,46.4,1
1264,1070,1,0,0,0,2012-11-13,15.0,86,0,2012,11,13,Tuesday,No Holiday,0,0,42.8,1
1265,2051,1,0,1,0,2012-11-13,12.35,32,2,2012,11,13,Tuesday,No Holiday,0,0,42.8,1
1266,2052,1,0,0,1,2012-11-13,12.49,18,2,2012,11,13,Tuesday,No Holiday,0,0,42.8,1
1267,2053,1,1,1,0,2012-11-13,12.42,50,2,2012,11,13,Tuesday,No Holiday,0,0,42.8,1
1268,1070,1,0,0,0,2012-11-14,15.0,88,0,2012,11,14,Wednesday,No Holiday,0,0,44.6,1
1269,2051,1,0,1,0,2012-11-14,12.35,34,2,2012,11,14,Wednesday,No Holiday,0,0,44.6,1
1270,2052,1,0,0,1,2012-11-14,12.49,18,2,2012,11,14,Wednesday,No Holiday,0,0,44.6,1
1271,2053,1,1,1,0,2012-11-14,12.42,44,2,2012,11,14,Wednesday,No Holiday,0,0,44.6,1
1272,1070,1,0,0,0,2012-11-15,15.0,86,0,2012,11,15,Thursday,No Holiday,0,0,44.6,1
1273,2051,1,0,1,0,2012-11-15,12.35,36,2,2012,11,15,Thursday,No Holiday,0,0,44.6,1
1274,2052,1,0,0,1,2012-11-15,12.49,16,2,2012,11,15,Thursday,No Holiday,0,0,44.6,1
1275,2053,1,1,1,0,2012-11-15,12.42,48,2,2012,11,15,Thursday,No Holiday,0,0,44.6,1
1276,1070,1,0,0,0,2012-11-16,15.0,86,0,2012,11,16,Friday,No Holiday,0,0,46.4,1
1277,2051,1,0,1,0,2012-11-16,12.35,34,2,2012,11,16,Friday,No Holiday,0,0,46.4,1
1278,2052,1,0,0,1,2012-11-16,12.49,18,2,2012,11,16,Friday,No Holiday,0,0,46.4,1
1279,2053,1,1,1,0,2012-11-16,12.42,44,2,2012,11,16,Friday,No Holiday,0,0,46.4,1
1280,1070,1,0,0,0,2012-11-17,15.0,62,0,2012,11,17,Saturday,No Holiday,1,0,41.0,1
1281,2051,1,0,1,0,2012-11-17,12.35,26,2,2012,11,17,Saturday,No Holiday,1,0,41.0,1
1282,2052,1,0,0,1,2012-11-17,12.49,20,2,2012,11,17,Saturday,No Holiday,1,0,41.0,1
1283,2053,1,1,1,0,2012-11-17,12.42,34,2,2012,11,17,Saturday,No Holiday,1,0,41.0,1
1284,1070,1,0,0,0,2012-11-18,15.0,66,0,2012,11,18,Sunday,No Holiday,1,0,44.6,1
1285,2051,1,0,1,0,2012-11-18,12.35,18,2,2012,11,18,Sunday,No Holiday,1,0,44.6,1
1286,2052,1,0,0,1,2012-11-18,12.49,20,2,2012,11,18,Sunday,No Holiday,1,0,44.6,1
1287,2053,1,1,1,0,2012-11-18,12.42,30,2,2012,11,18,Sunday,No Holiday,1,0,44.6,1
1288,1070,1,0,0,0,2012-11-19,15.0,92,0,2012,11,19,Monday,No Holiday,0,0,37.4,1
1289,2051,1,0,1,0,2012-11-19,12.35,34,2,2012,11,19,Monday,No Holiday,0,0,37.4,1
1290,2052,1,0,0,1,2012-11-19,12.49,20,2,2012,11,19,Monday,No Holiday,0,0,37.4,1
1291,2053,1,1,1,0,2012-11-19,12.42,48,2,2012,11,19,Monday,No Holiday,0,0,37.4,1
1292,1070,1,0,0,0,2012-11-20,15.0,92,0,2012,11,20,Tuesday,No Holiday,0,0,37.4,1
1293,2051,1,0,1,0,2012-11-20,12.35,36,2,2012,11,20,Tuesday,No Holiday,0,0,37.4,1
1294,2052,1,0,0,1,2012-11-20,12.49,22,2,2012,11,20,Tuesday,No Holiday,0,0,37.4,1
1295,2053,1,1,1,0,2012-11-20,12.42,44,2,2012,11,20,Tuesday,No Holiday,0,0,37.4,1
1296,1070,1,0,0,0,2012-11-21,15.0,86,0,2012,11,21,Wednesday,No Holiday,0,0,41.0,1
1297,2051,1,0,1,0,2012-11-21,12.35,36,2,2012,11,21,Wednesday,No Holiday,0,0,41.0,1
1298,2052,1,0,0,1,2012-11-21,12.49,22,2,2012,11,21,Wednesday,No Holiday,0,0,41.0,1
1299,2053,1,1,1,0,2012-11-21,12.42,48,2,2012,11,21,Wednesday,No Holiday,0,0,41.0,1
1300,1070,1,0,0,0,2012-11-22,15.0,94,0,2012,11,22,Thursday,No Holiday,0,0,39.2,1
1301,2051,1,0,1,0,2012-11-22,12.35,32,2,2012,11,22,Thursday,No Holiday,0,0,39.2,1
1302,2052,1,0,0,1,2012-11-22,12.49,22,2,2012,11,22,Thursday,No Holiday,0,0,39.2,1
1303,2053,1,1,1,0,2012-11-22,12.42,48,2,2012,11,22,Thursday,No Holiday,0,0,39.2,1
1304,1070,1,0,0,0,2012-11-23,15.0,90,0,2012,11,23,Friday,No Holiday,0,0,33.8,1
1305,2051,1,0,1,0,2012-11-23,12.35,28,2,2012,11,23,Friday,No Holiday,0,0,33.8,1
1306,2052,1,0,0,1,2012-11-23,12.49,16,2,2012,11,23,Friday,No Holiday,0,0,33.8,1
1307,2053,1,1,1,0,2012-11-23,12.42,50,2,2012,11,23,Friday,No Holiday,0,0,33.8,1
1308,1070,1,0,0,0,2012-11-24,15.0,64,0,2012,11,24,Saturday,No Holiday,1,0,35.6,1
1309,2051,1,0,1,0,2012-11-24,12.35,20,2,2012,11,24,Saturday,No Holiday,1,0,35.6,1
1310,2052,1,0,0,1,2012-11-24,12.49,12,2,2012,11,24,Saturday,No Holiday,1,0,35.6,1
1311,2053,1,1,1,0,2012-11-24,12.42,32,2,2012,11,24,Saturday,No Holiday,1,0,35.6,1
1312,1070,1,0,0,0,2012-11-25,15.0,66,0,2012,11,25,Sunday,No Holiday,1,0,37.4,1
1313,2051,1,0,1,0,2012-11-25,12.35,24,2,2012,11,25,Sunday,No Holiday,1,0,37.4,1
1314,2052,1,0,0,1,2012-11-25,12.49,20,2,2012,11,25,Sunday,No Holiday,1,0,37.4,1
1315,2053,1,1,1,0,2012-11-25,12.42,36,2,2012,11,25,Sunday,No Holiday,1,0,37.4,1
1316,1070,1,0,0,0,2012-11-26,15.0,86,0,2012,11,26,Monday,No Holiday,0,0,39.2,1
1317,2051,1,0,1,0,2012-11-26,12.35,32,2,2012,11,26,Monday,No Holiday,0,0,39.2,1
1318,2052,1,0,0,1,2012-11-26,12.49,18,2,2012,11,26,Monday,No Holiday,0,0,39.2,1
1319,2053,1,1,1,0,2012-11-26,12.42,48,2,2012,11,26,Monday,No Holiday,0,0,39.2,1
1320,1070,1,0,0,0,2012-11-27,15.0,90,0,2012,11,27,Tuesday,No Holiday,0,0,37.4,1
1321,2051,1,0,1,0,2012-11-27,12.35,36,2,2012,11,27,Tuesday,No Holiday,0,0,37.4,1
1322,2052,1,0,0,1,2012-11-27,12.49,18,2,2012,11,27,Tuesday,No Holiday,0,0,37.4,1
1323,2053,1,1,1,0,2012-11-27,12.42,44,2,2012,11,27,Tuesday,No Holiday,0,0,37.4,1
1324,1070,1,0,0,0,2012-11-28,15.0,94,0,2012,11,28,Wednesday,No Holiday,0,0,35.6,1
1325,2051,1,0,1,0,2012-11-28,12.35,30,2,2012,11,28,Wednesday,No Holiday,0,0,35.6,1
1326,2052,1,0,0,1,2012-11-28,12.49,20,2,2012,11,28,Wednesday,No Holiday,0,0,35.6,1
1327,2053,1,1,1,0,2012-11-28,12.42,44,2,2012,11,28,Wednesday,No Holiday,0,0,35.6,1
1328,1070,1,0,0,0,2012-11-29,15.0,92,0,2012,11,29,Thursday,No Holiday,0,0,32.0,1
1329,2051,1,0,1,0,2012-11-29,12.35,32,2,2012,11,29,Thursday,No Holiday,0,0,32.0,1
1330,2052,1,0,0,1,2012-11-29,12.49,20,2,2012,11,29,Thursday,No Holiday,0,0,32.0,1
1331,2053,1,1,1,0,2012-11-29,12.42,44,2,2012,11,29,Thursday,No Holiday,0,0,32.0,1
1332,1070,1,0,0,0,2012-11-30,15.0,90,0,2012,11,30,Friday,No Holiday,0,0,32.0,1
1333,2051,1,0,1,0,2012-11-30,12.35,28,2,2012,11,30,Friday,No Holiday,0,0,32.0,1
1334,2052,1,0,0,1,2012-11-30,12.49,18,2,2012,11,30,Friday,No Holiday,0,0,32.0,1
1335,2053,1,1,1,0,2012-11-30,12.42,48,2,2012,11,30,Friday,No Holiday,0,0,32.0,1
1336,1070,1,0,0,0,2012-12-01,15.0,60,0,2012,12,1,Saturday,No Holiday,1,0,33.8,1
1337,2051,1,0,1,0,2012-12-01,12.35,22,2,2012,12,1,Saturday,No Holiday,1,0,33.8,1
1338,2052,1,0,0,1,2012-12-01,12.49,20,2,2012,12,1,Saturday,No Holiday,1,0,33.8,1
1339,2053,1,1,1,0,2012-12-01,12.42,32,2,2012,12,1,Saturday,No Holiday,1,0,33.8,1
1340,1070,1,0,0,0,2012-12-02,15.0,66,0,2012,12,2,Sunday,No Holiday,1,0,32.0,1
1341,2051,1,0,1,0,2012-12-02,12.35,26,2,2012,12,2,Sunday,No Holiday,1,0,32.0,1
1342,2052,1,0,0,1,2012-12-02,12.49,14,2,2012,12,2,Sunday,No Holiday,1,0,32.0,1
1343,2053,1,1,1,0,2012-12-02,12.42,36,2,2012,12,2,Sunday,No Holiday,1,0,32.0,1
1344,1070,1,0,0,0,2012-12-03,15.0,92,0,2012,12,3,Monday,No Holiday,0,0,32.0,1
1345,2051,1,0,1,0,2012-12-03,12.35,32,2,2012,12,3,Monday,No Holiday,0,0,32.0,1
1346,2052,1,0,0,1,2012-12-03,12.49,20,2,2012,12,3,Monday,No Holiday,0,0,32.0,1
1347,2053,1,1,1,0,2012-12-03,12.42,48,2,2012,12,3,Monday,No Holiday,0,0,32.0,1
1348,1070,1,0,0,0,2012-12-04,15.0,88,0,2012,12,4,Tuesday,No Holiday,0,0,33.8,1
1349,2051,1,0,1,0,2012-12-04,12.35,32,2,2012,12,4,Tuesday,No Holiday,0,0,33.8,1
1350,2052,1,0,0,1,2012-12-04,12.49,18,2,2012,12,4,Tuesday,No Holiday,0,0,33.8,1
1351,2053,1,1,1,0,2012-12-04,12.42,44,2,2012,12,4,Tuesday,No Holiday,0,0,33.8,1
1352,1070,1,0,0,0,2012-12-05,15.0,90,0,2012,12,5,Wednesday,No Holiday,0,0,32.0,1
1353,2051,1,0,1,0,2012-12-05,12.35,28,2,2012,12,5,Wednesday,No Holiday,0,0,32.0,1
1354,2052,1,0,0,1,2012-12-05,12.49,20,2,2012,12,5,Wednesday,No Holiday,0,0,32.0,1
1355,2053,1,1,1,0,2012-12-05,12.42,50,2,2012,12,5,Wednesday,No Holiday,0,0,32.0,1
1356,1070,1,0,0,0,2012-12-06,15.0,94,0,2012,12,6,Thursday,No Holiday,0,0,32.0,1
1357,2051,1,0,1,0,2012-12-06,12.35,34,2,2012,12,6,Thursday,No Holiday,0,0,32.0,1
1358,2052,1,0,0,1,2012-12-06,12.49,22,2,2012,12,6,Thursday,No Holiday,0,0,32.0,1
1359,2053,1,1,1,0,2012-12-06,12.42,44,2,2012,12,6,Thursday,No Holiday,0,0,32.0,1
1360,1070,1,0,0,0,2012-12-07,15.0,110,0,2012,12,7,Friday,No Holiday,0,0,30.2,0
1361,2051,1,0,1,0,2012-12-07,12.35,40,2,2012,12,7,Friday,No Holiday,0,0,30.2,0
1362,2052,1,0,0,1,2012-12-07,12.49,24,2,2012,12,7,Friday,No Holiday,0,0,30.2,0
1363,2053,1,1,1,0,2012-12-07,12.42,58,2,2012,12,7,Friday,No Holiday,0,0,30.2,0
1364,1070,1,0,0,0,2012-12-08,15.0,76,0,2012,12,8,Saturday,No Holiday,1,0,24.8,0
1365,2051,1,0,1,0,2012-12-08,12.35,26,2,2012,12,8,Saturday,No Holiday,1,0,24.8,0
1366,2052,1,0,0,1,2012-12-08,12.49,22,2,2012,12,8,Saturday,No Holiday,1,0,24.8,0
1367,2053,1,1,1,0,2012-12-08,12.42,44,2,2012,12,8,Saturday,No Holiday,1,0,24.8,0
1368,1070,1,0,0,0,2012-12-09,15.0,58,0,2012,12,9,Sunday,No Holiday,1,0,28.4,1
1369,2051,1,0,1,0,2012-12-09,12.35,20,2,2012,12,9,Sunday,No Holiday,1,0,28.4,1
1370,2052,1,0,0,1,2012-12-09,12.49,18,2,2012,12,9,Sunday,No Holiday,1,0,28.4,1
1371,2053,1,1,1,0,2012-12-09,12.42,38,2,2012,12,9,Sunday,No Holiday,1,0,28.4,1
1372,1070,1,0,0,0,2012-12-10,15.0,92,0,2012,12,10,Monday,No Holiday,0,0,32.0,1
1373,2051,1,0,1,0,2012-12-10,12.35,34,2,2012,12,10,Monday,No Holiday,0,0,32.0,1
1374,2052,1,0,0,1,2012-12-10,12.49,20,2,2012,12,10,Monday,No Holiday,0,0,32.0,1
1375,2053,1,1,1,0,2012-12-10,12.42,52,2,2012,12,10,Monday,No Holiday,0,0,32.0,1
1376,1070,1,0,0,0,2012-12-11,15.0,86,0,2012,12,11,Tuesday,No Holiday,0,0,33.8,1
1377,2051,1,0,1,0,2012-12-11,12.35,36,2,2012,12,11,Tuesday,No Holiday,0,0,33.8,1
1378,2052,1,0,0,1,2012-12-11,12.49,20,2,2012,12,11,Tuesday,No Holiday,0,0,33.8,1
1379,2053,1,1,1,0,2012-12-11,12.42,50,2,2012,12,11,Tuesday,No Holiday,0,0,33.8,1
1380,1070,1,0,0,0,2012-12-12,15.0,90,0,2012,12,12,Wednesday,No Holiday,0,0,35.6,1
1381,2051,1,0,1,0,2012-12-12,12.35,36,2,2012,12,12,Wednesday,No Holiday,0,0,35.6,1
1382,2052,1,0,0,1,2012-12-12,12.49,16,2,2012,12,12,Wednesday,No Holiday,0,0,35.6,1
1383,2053,1,1,1,0,2012-12-12,12.42,50,2,2012,12,12,Wednesday,No Holiday,0,0,35.6,1
1384,1070,1,0,0,0,2012-12-13,15.0,90,0,2012,12,13,Thursday,No Holiday,0,0,32.0,1
1385,2051,1,0,1,0,2012-12-13,12.35,28,2,2012,12,13,Thursday,No Holiday,0,0,32.0,1
1386,2052,1,0,0,1,2012-12-13,12.49,20,2,2012,12,13,Thursday,No Holiday,0,0,32.0,1
1387,2053,1,1,1,0,2012-12-13,12.42,46,2,2012,12,13,Thursday,No Holiday,0,0,32.0,1
1388,1070,1,0,0,0,2012-12-14,15.0,106,0,2012,12,14,Friday,No Holiday,0,0,28.4,0
1389,2051,1,0,1,0,2012-12-14,12.35,40,2,2012,12,14,Friday,No Holiday,0,0,28.4,0
1390,2052,1,0,0,1,2012-12-14,12.49,22,2,2012,12,14,Friday,No Holiday,0,0,28.4,0
1391,2053,1,1,1,0,2012-12-14,12.42,52,2,2012,12,14,Friday,No Holiday,0,0,28.4,0
1392,1070,1,0,0,0,2012-12-15,15.0,78,0,2012,12,15,Saturday,No Holiday,1,0,24.8,0
1393,2051,1,0,1,0,2012-12-15,12.35,22,2,2012,12,15,Saturday,No Holiday,1,0,24.8,0
1394,2052,1,0,0,1,2012-12-15,12.49,22,2,2012,12,15,Saturday,No Holiday,1,0,24.8,0
1395,2053,1,1,1,0,2012-12-15,12.42,38,2,2012,12,15,Saturday,No Holiday,1,0,24.8,0
1396,1070,1,0,0,0,2012-12-16,15.0,74,0,2012,12,16,Sunday,No Holiday,1,0,26.6,0
1397,2051,1,0,1,0,2012-12-16,12.35,24,2,2012,12,16,Sunday,No Holiday,1,0,26.6,0
1398,2052,1,0,0,1,2012-12-16,12.49,14,2,2012,12,16,Sunday,No Holiday,1,0,26.6,0
1399,2053,1,1,1,0,2012-12-16,12.42,44,2,2012,12,16,Sunday,No Holiday,1,0,26.6,0
1400,1070,1,0,0,0,2012-12-17,15.0,110,0,2012,12,17,Monday,No Holiday,0,0,26.6,0
1401,2051,1,0,1,0,2012-12-17,12.35,36,2,2012,12,17,Monday,No Holiday,0,0,26.6,0
1402,2052,1,0,0,1,2012-12-17,12.49,28,2,2012,12,17,Monday,No Holiday,0,0,26.6,0
1403,2053,1,1,1,0,2012-12-17,12.42,52,2,2012,12,17,Monday,No Holiday,0,0,26.6,0
1404,1070,1,0,0,0,2012-12-18,15.0,110,0,2012,12,18,Tuesday,No Holiday,0,0,28.4,0
1405,2051,1,0,1,0,2012-12-18,12.35,38,2,2012,12,18,Tuesday,No Holiday,0,0,28.4,0
1406,2052,1,0,0,1,2012-12-18,12.49,28,2,2012,12,18,Tuesday,No Holiday,0,0,28.4,0
1407,2053,1,1,1,0,2012-12-18,12.42,58,2,2012,12,18,Tuesday,No Holiday,0,0,28.4,0
1408,1070,1,0,0,0,2012-12-19,15.0,86,0,2012,12,19,Wednesday,No Holiday,0,0,30.2,1
1409,2051,1,0,1,0,2012-12-19,12.35,28,2,2012,12,19,Wednesday,No Holiday,0,0,30.2,1
1410,2052,1,0,0,1,2012-12-19,12.49,20,2,2012,12,19,Wednesday,No Holiday,0,0,30.2,1
1411,2053,1,1,1,0,2012-12-19,12.42,46,2,2012,12,19,Wednesday,No Holiday,0,0,30.2,1
1412,1070,1,0,0,0,2012-12-20,15.0,94,0,2012,12,20,Thursday,No Holiday,0,0,30.2,1
